step,task_id,variant,provider,model,sample_index,maintenance_provider,maintenance_model,pass_bool,token_estimate,cc_average,nesting_depth,function_count,elapsed_seconds,accumulated_score,failure_type,failure_detail
3,round_robin_scheduler,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,2065,10.333,3,3,15.821,38596.529,none,
1,round_robin_scheduler,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1050,10.0,4,1,18.17,10500.0,none,
2,round_robin_scheduler,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1338,4.333,3,3,7.418,16297.554,none,
3,round_robin_scheduler,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,2064,10.333,3,3,12.85,37624.866,none,
1,round_robin_scheduler,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1055,11.0,4,1,15.853,11605.0,none,
2,round_robin_scheduler,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1333,4.333,3,3,8.502,17380.889,none,
3,round_robin_scheduler,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,2043,5.667,3,6,14.06,28958.57,none,
1,round_robin_scheduler,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1206,12.0,4,1,17.008,14472.0,none,
2,round_robin_scheduler,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,970,4.667,3,3,5.472,18998.99,none,
3,round_robin_scheduler,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1436,10.333,3,3,8.976,33837.178,none,
1,round_robin_scheduler,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1054,6.5,3,2,16.17,6851.0,none,
2,round_robin_scheduler,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1293,3.5,3,4,7.432,11376.5,none,
3,round_robin_scheduler,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1796,4.857,3,7,14.021,20099.672,none,
1,round_robin_scheduler,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1052,6.5,3,2,25.524,6838.0,none,
2,round_robin_scheduler,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1342,3.75,3,4,10.897,11870.5,none,
3,round_robin_scheduler,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,2075,8.25,3,4,15.933,28989.25,none,
1,round_robin_scheduler,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1056,6.5,3,2,23.708,6864.0,none,
2,round_robin_scheduler,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1461,3.2,2,5,9.905,11539.2,none,
3,round_robin_scheduler,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,2174,4.5,2,8,12.661,21322.2,none,
1,sliding_window_limiter,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,867,2.167,1,5,16.374,1878.789,none,
2,sliding_window_limiter,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,867,2.167,1,5,4.609,3757.578,none,
3,sliding_window_limiter,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1017,3.5,1,5,6.793,7317.078,none,
1,sliding_window_limiter,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,865,2.167,1,5,13.906,1874.455,none,
2,sliding_window_limiter,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,864,2.167,1,5,4.109,3746.743,none,
3,sliding_window_limiter,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1031,2.375,1,7,6.115,6195.368,none,
1,sliding_window_limiter,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1315,2.0,1,5,14.943,2630.0,none,
2,sliding_window_limiter,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1452,1.556,1,8,6.707,4889.312,none,
3,sliding_window_limiter,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1782,2.273,1,10,7.963,8939.798,none,
1,sliding_window_limiter,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,884,2.167,1,5,11.105,1915.628,none,
2,sliding_window_limiter,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,916,2.0,1,6,4.992,3747.628,none,
3,sliding_window_limiter,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1094,3.143,1,6,5.406,7186.07,none,
1,sliding_window_limiter,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1601,2.143,2,6,14.45,3430.943,none,
2,sliding_window_limiter,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1640,1.75,2,7,7.227,6300.943,none,
3,sliding_window_limiter,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1915,2.1,2,9,8.833,10322.443,none,
1,sliding_window_limiter,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1343,2.0,1,5,13.965,2686.0,none,
2,sliding_window_limiter,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1471,1.556,1,8,7.56,4974.876,none,
3,sliding_window_limiter,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1748,1.818,1,10,10.022,8152.74,none,
1,sliding_window_limiter,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1578,2.286,1,6,16.08,3607.308,none,
2,sliding_window_limiter,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1691,2.125,1,7,8.987,7200.683,none,
3,sliding_window_limiter,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1947,2.3,1,9,8.654,11678.783,none,
1,thread_safe_counter,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1938,2.5,2,5,17.16,4845.0,none,
2,thread_safe_counter,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,2347,1.8,1,9,9.914,9069.6,none,
3,thread_safe_counter,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,2792,2.091,1,10,10.655,14907.672,none,
1,thread_safe_counter,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1876,2.5,2,5,16.317,4690.0,none,
2,thread_safe_counter,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,2325,1.8,1,9,10.344,8875.0,none,
3,thread_safe_counter,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,2870,2.091,1,10,11.483,14876.17,none,
1,thread_safe_counter,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1872,2.5,2,5,17.404,4680.0,none,
2,thread_safe_counter,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,2329,1.8,1,9,9.897,8872.2,none,
3,thread_safe_counter,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,2799,2.4,1,9,10.964,15589.8,none,
1,thread_safe_counter,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,910,2.0,2,5,13.144,1820.0,none,
2,thread_safe_counter,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1003,1.625,1,7,5.441,3449.875,none,
3,thread_safe_counter,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1148,2.5,1,7,5.57,6319.875,none,
1,thread_safe_counter,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1286,2.333,2,5,12.917,3000.238,none,
2,thread_safe_counter,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1610,1.778,1,8,9.082,5862.818,none,
3,thread_safe_counter,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,2050,2.1,1,9,11.455,10167.818,none,
1,thread_safe_counter,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1279,2.333,2,5,16.715,2983.907,none,
2,thread_safe_counter,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1592,1.778,1,8,7.642,5814.483,none,
3,thread_safe_counter,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,2042,2.2,1,9,8.84,10306.883,none,
1,thread_safe_counter,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1294,2.333,2,5,13.674,3018.902,none,
2,thread_safe_counter,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1618,1.778,1,8,9.459,5895.706,none,
3,thread_safe_counter,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,2060,2.2,1,9,9.081,10427.706,none,
